city,state,latitude,longitude
CAMBRIDGE,IA,41.90168,-93.53656
CANTRIL,IA,40.642898,-92.068372
CARBON,IA,41.04975,-94.824575
CARLISLE,IA,41.518003,-93.48515
CARPENTER,IA,43.415119,-93.017244
CARROLL,IA,42.070359,-94.864643
CARSON,IA,41.235658,-95.419811
CARTER LAKE,IA,41.288533,-95.916872
CASCADE,IA,42.3018,-91.004658
CASEY,IA,41.507457,-94.521366
CASTALIA,IA,43.112575,-91.676935
CASTANA,IA,42.073358,-95.910388
CEDAR FALLS,IA,42.51907,-92.454009
CEDAR RAPIDS,IA,41.96419,-91.67917
CENTER JUNCTION,IA,42.114127,-91.09034
CENTER POINT,IA,42.183811,-91.780478
CENTERVILLE,IA,40.729839,-92.872033
CENTRAL CITY,IA,42.201423,-91.522972
CENTRALIA,IA,42.4723,-90.836213
CHAPIN,IA,42.835258,-93.222042
CHARITON,IA,41.017447,-93.309629
CHARLES CITY,IA,43.06476,-92.674457
CHARLOTTE,IA,41.962169,-90.468252
CHARTER OAK,IA,42.067838,-95.589526
CHATSWORTH,IA,42.916301,-96.514499
CHELSEA,IA,41.920463,-92.394447
CHEROKEE,IA,42.749499,-95.552159
CHESTER,IA,43.491579,-92.363964
CHILLICOTHE,IA,41.085939,-92.529673
CHURDAN,IA,42.154065,-94.477863
CINCINNATI,IA,40.63095,-92.922199
CLARE,IA,42.587439,-94.344414
CLARENCE,IA,41.885751,-91.057925
CLARINDA,IA,40.737707,-95.033748
CLARION,IA,42.731971,-93.729808
CLARKSVILLE,IA,42.779238,-92.668408
CLAYTON,IA,42.902269,-91.149305
CLEAR LAKE,IA,43.13509,-93.373651
CLEARFIELD,IA,40.800636,-94.483018
CLEGHORN,IA,42.812518,-95.71273
CLEMONS,IA,42.113915,-93.158684
CLERMONT,IA,42.999591,-91.652252
CLIMBING HILL,IA,42.339375,-96.081085
CLINTON,IA,41.842365,-90.242816
CLIO,IA,40.63603,-93.451392
CLIVE,IA,41.613586,-93.799124
CLUTIER,IA,42.079326,-92.403559
COALVILLE,IA,42.440137,-94.115789
COBURG,IA,40.918635,-95.26549
COGGON,IA,42.277808,-91.529865
COIN,IA,40.655828,-95.234878
COLESBURG,IA,42.638761,-91.201119
COLFAX,IA,41.679795,-93.236279
COLLEGE SPRINGS,IA,40.621352,-95.120992
COLLINS,IA,41.902382,-93.308069
COLO,IA,42.014531,-93.318587
COLUMBUS CITY,IA,41.259178,-91.374738
COLUMBUS JUNCTION,IA,41.278853,-91.363933
COLWELL,IA,43.157245,-92.591611
CONESVILLE,IA,41.379644,-91.348585
CONRAD,IA,42.223393,-92.874083
CONROY,IA,41.726613,-91.998528
CONWAY,IA,40.749048,-94.619349
COON RAPIDS,IA,41.874705,-94.678452
COPPOCK,IA,41.164252,-91.714827
CORALVILLE,IA,41.698795,-91.5968
CORLEY,IA,41.577719,-95.330558
CORNING,IA,40.992369,-94.738794
CORRECTIONVILLE,IA,42.477592,-95.783158
CORWITH,IA,42.988882,-93.958164
CORYDON,IA,40.75791,-93.317586
COTTER,IA,41.292494,-91.462028
COULTER,IA,42.733039,-93.370071
COUNCIL BLUFFS,IA,41.236585,-95.852805
CRAIG,IA,42.895534,-96.309566
CRAWFORDSVILLE,IA,41.213914,-91.536634
CRESCENT,IA,41.365275,-95.858937
CRESCO,IA,43.371746,-92.116287
CRESTON,IA,41.060314,-94.364727
CROMWELL,IA,41.040489,-94.461779
CRYSTAL LAKE,IA,43.223018,-93.792709
CUMBERLAND,IA,41.273178,-94.870503
CUMMING,IA,41.484719,-93.761921
CURLEW,IA,42.979699,-94.7378
CUSHING,IA,42.465068,-95.675727
CYLINDER,IA,43.09025,-94.551229
DAKOTA CITY,IA,42.72383,-94.19712
DALLAS CENTER,IA,41.685546,-93.980711
DANA,IA,42.107242,-94.23835
DANBURY,IA,42.236429,-95.721581
DANVILLE,IA,40.859951,-91.314519
DAVENPORT,IA,41.55682,-90.603948
DAVIS CITY,IA,40.640009,-93.812586
DAWSON,IA,41.843089,-94.220319
DAYTON,IA,42.262208,-94.071108
DE SOTO,IA,41.537777,-94.009953
DECATUR,IA,40.742661,-93.832801
DECORAH,IA,43.301618,-91.78475
DEDHAM,IA,41.908421,-94.823323
DEEP RIVER,IA,41.581637,-92.37293
DEFIANCE,IA,41.825022,-95.340111
DELAWARE,IA,42.472106,-91.338269
DELHI,IA,42.433719,-91.325945
DELMAR,IA,41.998881,-90.607872
DELOIT,IA,42.097175,-95.317356
DELPHOS,IA,40.663177,-94.339571
DELTA,IA,41.322766,-92.33057
DENISON,IA,42.015886,-95.352404
DENMARK,IA,40.734325,-91.338403
DENVER,IA,42.66822,-92.333942
DERBY,IA,40.930296,-93.456521
DES MOINES,IA,41.57259,-93.610243
DEWITT,IA,41.822712,-90.544087
DEXTER,IA,41.515385,-94.227621
DIAGONAL,IA,40.810899,-94.341853
DIAMONDHEAD LAKE,IA,41.554649,-94.259961
DICKENS,IA,43.133805,-95.022243
DIKE,IA,42.464121,-92.625566
DIXON,IA,41.742124,-90.782371
DOLLIVER,IA,43.463561,-94.614271
DONAHUE,IA,41.691534,-90.67463
DONNELLSON,IA,40.645318,-91.564097
DOON,IA,43.279281,-96.233092
DOUDS,IA,40.844631,-92.073239
DOUGHERTY,IA,42.922017,-93.036127
DOW CITY,IA,41.927465,-95.494419
DOWNEY,IA,41.611962,-91.347263
DOWS,IA,42.658364,-93.502041
DRAKESVILLE,IA,40.798556,-92.481309
DUBUQUE,IA,42.498901,-90.707258
DUMONT,IA,42.752196,-92.973652
DUNCAN,IA,43.10822,-93.702135
DUNCOMBE,IA,42.469788,-93.996792
DUNDEE,IA,42.579284,-91.546457
DUNKERTON,IA,42.568498,-92.16002
DUNLAP,IA,41.851949,-95.601935
DURANGO,IA,42.561962,-90.775364
DURANT,IA,41.601134,-90.91381
DYERSVILLE,IA,42.48241,-91.116615
DYSART,IA,42.172071,-92.309095
EAGLE GROVE,IA,42.666336,-93.902429
EARLHAM,IA,41.49441,-94.122283
EARLING,IA,41.776283,-95.419014
EARLVILLE,IA,42.482667,-91.27011
EARLY,IA,42.461098,-95.152411
EAST AMANA,IA,41.808665,-91.852737
EAST PERU,IA,41.227029,-93.929512
EDDYVILLE,IA,41.159335,-92.630333
EDGEWOOD,IA,42.644237,-91.402209
ELBERON,IA,42.005532,-92.316108
ELDON,IA,40.918004,-92.218227
ELDORA,IA,42.360533,-93.101295
ELDRIDGE,IA,41.639034,-90.580918
ELGIN,IA,42.955417,-91.635366
ELK HORN,IA,41.593091,-95.061252
ELK RUN HEIGHTS,IA,42.468845,-92.256048
ELKADER,IA,42.857388,-91.402831
ELKHART,IA,41.79423,-93.52327
ELKPORT,IA,42.741818,-91.274767
ELLIOTT,IA,41.149365,-95.162954
ELLSTON,IA,40.840071,-94.108367
ELLSWORTH,IA,42.310239,-93.581877
ELMA,IA,43.245705,-92.438689
ELY,IA,41.880328,-91.586323
EMERSON,IA,41.01798,-95.402725
EMMETSBURG,IA,43.114798,-94.679579
EPWORTH,IA,42.446145,-90.931502
ESSEX,IA,40.832802,-95.305347
ESTHERVILLE,IA,43.399735,-94.834216
EVANSDALE,IA,42.465698,-92.269402
EVERLY,IA,43.165075,-95.317519
EXIRA,IA,41.591425,-94.881335
EXLINE,IA,40.649101,-92.843177
FAIRBANK,IA,42.640139,-92.047788
FAIRFAX,IA,41.925493,-91.777812
FAIRFIELD,IA,41.006376,-91.966628
FAIRPORT,IA,41.439676,-90.924078
FARLEY,IA,42.443736,-91.009182
FARMERSBURG,IA,42.959343,-91.366709
FARMINGTON,IA,40.638812,-91.738964
FARNHAMVILLE,IA,42.276475,-94.407713
FARRAGUT,IA,40.720099,-95.480798
FAYETTE,IA,42.841755,-91.803755
FENTON,IA,43.218435,-94.427898
FERGUSON,IA,41.938595,-92.862908
FERTILE,IA,43.262295,-93.423199
FLORIS,IA,40.8645,-92.332647
FLOYD,IA,43.128185,-92.739944
FONDA,IA,42.581699,-94.845519
FONTANELLE,IA,41.290039,-94.560204
FOREST CITY,IA,43.257083,-93.636556
FORT ATKINSON,IA,43.144264,-91.93449
FORT DODGE,IA,42.509863,-94.175675
FORT MADISON,IA,40.621463,-91.346257
FOSTORIA,IA,43.242964,-95.154941
FRANKLIN,IA,40.666797,-91.511823
FRASER,IA,42.127025,-93.97461
FREDERICKSBURG,IA,42.964784,-92.196378
FREDERIKA,IA,42.883394,-92.306017
FREDONIA,IA,41.284311,-91.339167
FREMONT,IA,41.212483,-92.433721
FRUITLAND,IA,41.34745,-91.128785
FRYTOWN,IA,41.571949,-91.732134
GALT,IA,42.693538,-93.604621
GALVA,IA,42.505659,-95.418037
GARBER,IA,42.744245,-91.260656
GARDEN CITY,IA,42.245521,-93.395378
GARDEN GROVE,IA,40.826716,-93.60688
GARNAVILLO,IA,42.866688,-91.23624
GARNER,IA,43.099971,-93.603118
GARRISON,IA,42.145031,-92.144201
GARWIN,IA,42.093481,-92.679118
GENEVA,IA,42.674846,-93.129833
GEORGE,IA,43.341873,-96.003257
GIBSON,IA,41.480255,-92.392156
GILBERT,IA,42.106197,-93.646053
GILBERTVILLE,IA,42.418279,-92.214115
GILLETT GROVE,IA,43.016331,-95.036759
GILMAN,IA,41.878881,-92.788118
GILMORE CITY,IA,42.726804,-94.436817
GLADBROOK,IA,42.186106,-92.715088
GLENWOOD,IA,41.044701,-95.740606
GLIDDEN,IA,42.057776,-94.726606
GOLDFIELD,IA,42.735623,-93.917906
GOODELL,IA,42.923826,-93.6141
GOOSE LAKE,IA,41.96764,-90.381829
GOWRIE,IA,42.277932,-94.289735
GRAETTINGER,IA,43.23702,-94.750469
GRAF,IA,42.493853,-90.873191
GRAFTON,IA,43.330678,-93.068714
GRAND JUNCTION,IA,42.032994,-94.236952
GRAND MOUND,IA,41.823745,-90.650673
GRAND RIVER,IA,40.819011,-93.963064
GRANDVIEW,IA,41.277115,-91.188077
GRANGER,IA,41.757816,-93.817061
GRANT,IA,41.143271,-94.98417
GRANVILLE,IA,42.985344,-95.875011
GRAVITY,IA,40.76353,-94.74442
GRAY,IA,41.841711,-94.985863
GREELEY,IA,42.584905,-91.341734
GREEN MOUNTAIN,IA,42.101917,-92.819626
GREENE,IA,42.896506,-92.803538
GREENFIELD,IA,41.305797,-94.459268
GREENVILLE,IA,43.016978,-95.146117
GRIMES,IA,41.677649,-93.802099
GRINNELL,IA,41.735236,-92.724902
GRISWOLD,IA,41.234332,-95.139368
GRUNDY CENTER,IA,42.363729,-92.774017
GRUVER,IA,43.393076,-94.703556
GUERNSEY,IA,41.650551,-92.346018
GUTHRIE CENTER,IA,41.677935,-94.499153
GUTTENBERG,IA,42.788556,-91.108775
HALBUR,IA,42.005319,-94.971946
HAMBURG,IA,40.605862,-95.657528
HAMILTON,IA,41.17049,-92.904095
HAMPTON,IA,42.741989,-93.204992
HANCOCK,IA,41.394614,-95.35969
HANLONTOWN,IA,43.280934,-93.378907
HANSELL,IA,42.757771,-93.104119
HARCOURT,IA,42.260558,-94.174487
HARDY,IA,42.81017,-94.0512
HARLAN,IA,41.649529,-95.326788
HARPER,IA,41.363721,-92.050895
HARPERS FERRY,IA,43.200858,-91.152102
HARRIS,IA,43.4451,-95.437199
HARTFORD,IA,41.457729,-93.403799
HARTLEY,IA,43.179058,-95.476755
HARTWICK,IA,41.785608,-92.345194
HARVEY,IA,41.317948,-92.922715
HASTINGS,IA,41.025153,-95.494742
HAVELOCK,IA,42.833019,-94.701025
HAVERHILL,IA,41.944144,-92.960721
HAWARDEN,IA,43.001314,-96.482908
HAWKEYE,IA,42.937787,-91.950402
HAYESVILLE,IA,41.2648,-92.247792
HAYFIELD,IA,43.178562,-93.694828
HAZLETON,IA,42.618538,-91.906112
HEDRICK,IA,41.171327,-92.307914
HENDERSON,IA,41.139914,-95.430294
HIAWATHA,IA,42.056054,-91.689939
HIGH AMANA,IA,41.801129,-91.941871
HILLS,IA,41.556611,-91.536295
HILLSBORO,IA,40.837159,-91.711321
HINTON,IA,42.62279,-96.29815
HOLIDAY LAKE,IA,41.817971,-92.453517
HOLLAND,IA,42.400127,-92.798835
HOLSTEIN,IA,42.487149,-95.542877
HOLY CROSS,IA,42.601087,-90.996177
HOMESTEAD,IA,41.761205,-91.87114
HOPKINTON,IA,42.342873,-91.249048
HORNICK,IA,42.228989,-96.096459
HOSPERS,IA,43.071919,-95.903678
HOUGHTON,IA,40.783708,-91.609996
HUBBARD,IA,42.305793,-93.30166
HUDSON,IA,42.434882,-92.451284
HULL,IA,43.189577,-96.134091
HUMBOLDT,IA,42.722928,-94.22502
HUMESTON,IA,40.860728,-93.497303
HUTCHINS,IA,43.08778,-93.88657
HUXLEY,IA,41.896045,-93.592499
IDA GROVE,IA,42.34324,-95.473368
IMOGENE,IA,40.877674,-95.429213
INDEPENDENCE,IA,42.462193,-91.903152
INDIANOLA,IA,41.362971,-93.565545
INWOOD,IA,43.309209,-96.434357
IONIA,IA,43.035879,-92.458402
IOWA CITY,IA,41.655654,-91.530863
IOWA FALLS,IA,42.51917,-93.267284
IRETON,IA,42.974897,-96.321609
IRVINGTON,IA,43.012876,-94.195715
IRWIN,IA,41.790131,-95.206781
JACKSON JUNCTION,IA,43.10133,-92.04622
JACKSONVILLE,IA,41.645074,-95.151693
JAMAICA,IA,41.845358,-94.306963
JANESVILLE,IA,42.645805,-92.462397
JEFFERSON,IA,42.017743,-94.379422
JESUP,IA,42.47451,-92.065991
JEWELL JUNCTION,IA,42.311582,-93.638693
JOHNSTON,IA,41.69195,-93.724456
JOICE,IA,43.364147,-93.457308
JOLLEY,IA,42.47938,-94.719076
KALONA,IA,41.487378,-91.701828
KAMRAR,IA,42.389632,-93.727835
KANAWHA,IA,42.93416,-93.793179
KELLERTON,IA,40.710408,-94.049929
KELLEY,IA,41.950866,-93.664958
KELLOGG,IA,41.718036,-92.907157
KENSETT,IA,43.35338,-93.210797
KENT,IA,40.953632,-94.461127
KENT ESTATES,IA,41.466488,-91.056876
KEOKUK,IA,40.409546,-91.402511
KEOMAH VILLAGE,IA,41.286783,-92.536876
KEOSAUQUA,IA,40.73464,-91.960305
KEOTA,IA,41.365129,-91.953314
KESWICK,IA,41.45455,-92.238315
KEYSTONE,IA,41.999484,-92.198186
KIMBALLTON,IA,41.627204,-95.074671
KINGSLEY,IA,42.586432,-95.967948
KINGSTON,IA,40.97923,-91.045788
KINROSS,IA,41.459056,-91.987297
KIRKMAN,IA,41.728596,-95.267062
KIRKVILLE,IA,41.142286,-92.503565
KIRON,IA,42.19416,-95.327078
KLEMME,IA,43.009644,-93.601345
KNIERIM,IA,42.456339,-94.455871
KNOXVILLE,IA,41.318484,-93.102624
LA MOTTE,IA,42.295638,-90.623289
LA PORTE CITY,IA,42.313759,-92.190878
LACONA,IA,41.190095,-93.385081
LADORA,IA,41.755742,-92.185917
LAKE CITY,IA,42.26767,-94.731054
LAKE MILLS,IA,43.417081,-93.531588
LAKE PANORAMA,IA,41.721545,-94.404021
LAKE PARK,IA,43.446938,-95.324947
LAKE VIEW,IA,42.301996,-95.035761
LAKESIDE,IA,42.617373,-95.177431
LAKOTA,IA,43.378647,-94.096303
LAMBS GROVE,IA,41.700761,-93.079345
LAMONI,IA,40.619579,-93.930477
LAMONT,IA,42.598552,-91.640388
LANESBORO,IA,42.182541,-94.689769
LANSING,IA,43.359835,-91.222859
LARCHWOOD,IA,43.454648,-96.436341
LARRABEE,IA,42.861501,-95.544737
LATIMER,IA,42.762921,-93.365518
LAUREL,IA,41.883997,-92.922312
LAURENS,IA,42.847502,-94.847939
LAWLER,IA,43.071919,-92.152813
LAWTON,IA,42.476974,-96.185092
LE CLAIRE,IA,41.595594,-90.377006
LE GRAND,IA,42.007186,-92.775058
LE MARS,IA,42.781514,-96.173311
LE ROY,IA,40.877911,-93.592622
LEANDO,IA,40.821203,-92.074516
LEDYARD,IA,43.419204,-94.159283
LEHIGH,IA,42.358189,-94.053351
LEIGHTON,IA,41.338839,-92.786348
LELAND,IA,43.334026,-93.631824
LENOX,IA,40.883177,-94.557932
LEON,IA,40.741341,-93.755571
LESTER,IA,43.440293,-96.331416
LETTS,IA,41.330017,-91.23539
LEWIS,IA,41.306403,-95.084269
LIBERTYVILLE,IA,40.958218,-92.04962
LIDDERDALE,IA,42.122421,-94.783642
LIME SPRINGS,IA,43.449899,-92.284064
LINCOLN,IA,42.262718,-92.69233
LINDEN,IA,41.64274,-94.27002
LINEVILLE,IA,40.587032,-93.523193
LINN GROVE,IA,42.89389,-95.243647
LISBON,IA,41.920514,-91.391611
LISCOMB,IA,42.191262,-93.006282
LITTLE CEDAR,IA,43.380049,-92.725683
LITTLE ROCK,IA,43.447066,-95.880434
LITTLE SIOUX,IA,41.808191,-96.027402
LIVERMORE,IA,42.867823,-94.183803
LOCKRIDGE,IA,40.993593,-91.750642
LOGAN,IA,41.646003,-95.791311
LOHRVILLE,IA,42.266945,-94.551547
LONE ROCK,IA,43.220867,-94.325289
LONE TREE,IA,41.485893,-91.426698
LONG GROVE,IA,41.692236,-90.580271
LORIMOR,IA,41.126742,-94.056855
LOST NATION,IA,41.967548,-90.818139
LOVELAND,IA,41.49702,-95.890225
LOVILIA,IA,41.134735,-92.907907
LOW MOOR,IA,41.802788,-90.355142
LOWDEN,IA,41.858932,-90.922906
LOWELL,IA,40.834348,-91.438597
LU VERNE,IA,42.90946,-94.083593
LUANA,IA,43.059422,-91.455727
LUCAS,IA,41.03241,-93.461601
LUTHER,IA,41.966902,-93.817641
LUXEMBURG,IA,42.604024,-91.072608
LUZERNE,IA,41.905434,-92.180366
LYNNVILLE,IA,41.572859,-92.786893
LYTTON,IA,42.423252,-94.860874
MACEDONIA,IA,41.192259,-95.426544
MACKSBURG,IA,41.214704,-94.185073
MADRID,IA,41.875688,-93.820526
MAGNOLIA,IA,41.692671,-95.874139
MAHARISHI VEDIC CITY,IA,41.054451,-92.014608
MALCOM,IA,41.706101,-92.55531
MALLARD,IA,42.939394,-94.683394
MALOY,IA,40.670645,-94.409645
MALVERN,IA,41.003747,-95.584141
MANCHESTER,IA,42.485339,-91.456086
MANILLA,IA,41.892555,-95.234506
MANLY,IA,43.288254,-93.200815
MANNING,IA,41.90963,-95.064442
MANSON,IA,42.528638,-94.540064
MAPLETON,IA,42.167315,-95.790869
MAQUOKETA,IA,42.06053,-90.663862
MARATHON,IA,42.860193,-94.982866
MARBLE ROCK,IA,42.964608,-92.867772
MARCUS,IA,42.822401,-95.806842
MARENGO,IA,41.796205,-92.068061
MARION,IA,42.044596,-91.58616
MARNE,IA,41.448857,-95.110897
MARQUETTE,IA,43.043143,-91.192527
MARSHALLTOWN,IA,42.0343,-92.906266
MARTELLE,IA,42.02043,-91.357818
MARTENSDALE,IA,41.37375,-93.7388
MARTINSBURG,IA,41.17877,-92.25189
MARYSVILLE,IA,41.180833,-92.953778
MASON CITY,IA,43.147762,-93.200403
MASONVILLE,IA,42.479808,-91.591513
MASSENA,IA,41.250632,-94.769859
MATLOCK,IA,43.244307,-95.934382
MAURICE,IA,42.966136,-96.182029
MAXWELL,IA,41.891433,-93.396063
MAYNARD,IA,42.773315,-91.878025
MAYSVILLE,IA,41.649532,-90.718296
MCCALLSBURG,IA,42.164883,-93.390781
MCCAUSLAND,IA,41.743407,-90.445881
MCCLELLAND,IA,41.331616,-95.681396
MCGREGOR,IA,43.028291,-91.185657
MCINTIRE,IA,43.435949,-92.593634
MECHANICSVILLE,IA,41.905593,-91.253272
MEDIAPOLIS,IA,41.007901,-91.163705
MELBOURNE,IA,41.941623,-93.102304
MELCHER-DALLAS,IA,41.226962,-93.241634
MELROSE,IA,40.979074,-93.050824
MELVIN,IA,43.286461,-95.608631
MENLO,IA,41.522126,-94.403754
MERIDEN,IA,42.794537,-95.634142
MERRILL,IA,42.720432,-96.251928
MESERVEY,IA,42.915648,-93.473276
MEYER,IA,43.461813,-92.701063
MIDDLE AMANA,IA,41.794765,-91.901539
MIDDLETOWN,IA,40.827862,-91.262227
MILES,IA,42.048121,-90.313318
MILFORD,IA,43.341717,-95.145709
MILLER,IA,43.186371,-93.607646
MILLERSBURG,IA,41.573345,-92.159358
MILLERTON,IA,40.849935,-93.306614
MILO,IA,41.289284,-93.440373
MILTON,IA,40.671531,-92.161951
MINBURN,IA,41.757564,-94.028481
MINDEN,IA,41.469409,-95.543198
MINEOLA,IA,41.141446,-95.694773
MINGO,IA,41.766212,-93.282532
MISSOURI VALLEY,IA,41.559319,-95.902635
MITCHELL,IA,43.320189,-92.871072
MITCHELLVILLE,IA,41.670401,-93.366444
MODALE,IA,41.618227,-96.012082
MONA,IA,43.485981,-92.953441
MONDAMIN,IA,41.710035,-96.021466
MONMOUTH,IA,42.0751,-90.88223
MONONA,IA,43.049843,-91.391056
MONROE,IA,41.518945,-93.103739
MONTEZUMA,IA,41.582991,-92.527828
MONTICELLO,IA,42.230425,-91.185925
MONTOUR,IA,41.980306,-92.715062
MONTPELIER,IA,41.461433,-90.811395
MONTROSE,IA,40.525347,-91.418407
MOOAR,IA,40.431939,-91.444612
MOORHEAD,IA,41.923267,-95.851415
MOORLAND,IA,42.441533,-94.295395
MORAVIA,IA,40.891662,-92.819972
MORLEY,IA,42.006145,-91.245878
MORNING SUN,IA,41.094139,-91.250598
MORRISON,IA,42.34297,-92.673299
MOSCOW,IA,41.570664,-91.074306
MOULTON,IA,40.685492,-92.676302
MOUNT AUBURN,IA,42.257284,-92.093859
MOUNT AYR,IA,40.714071,-94.237225
MOUNT PLEASANT,IA,40.962205,-91.547162
MOUNT STERLING,IA,40.618481,-91.935382
MOUNT UNION,IA,41.057704,-91.391398
MOUNT VERNON,IA,41.924272,-91.425601
MOVILLE,IA,42.490235,-96.067924
MURRAY,IA,41.041338,-93.948817
MUSCATINE,IA,41.419058,-91.067946
MYSTIC,IA,40.779175,-92.944387
NASHUA,IA,42.950393,-92.542538
NEMAHA,IA,42.514693,-95.088523
NEOLA,IA,41.451904,-95.618914
NEVADA,IA,42.017499,-93.469669
NEW ALBIN,IA,43.497019,-91.287848
NEW HAMPTON,IA,43.056219,-92.314725
NEW HARTFORD,IA,42.568201,-92.621391
NEW HAVEN,IA,43.283922,-92.642192
NEW LIBERTY,IA,41.715953,-90.877832
NEW LONDON,IA,40.922919,-91.400663
NEW MARKET,IA,40.732565,-94.900042
NEW PROVIDENCE,IA,42.281328,-93.171623
NEW SHARON,IA,41.470056,-92.650966
NEW VIENNA,IA,42.548345,-91.113845
NEW VIRGINIA,IA,41.181764,-93.73107
NEWELL,IA,42.609682,-95.003978
NEWHALL,IA,41.993249,-91.967224
NEWTON,IA,41.696337,-93.040512
NICHOLS,IA,41.479667,-91.30797
NODAWAY,IA,40.936099,-94.897373
NORA SPRINGS,IA,43.144083,-93.008927
NORTH BUENA VISTA,IA,42.672713,-90.961256
NORTH ENGLISH,IA,41.5168,-92.077664
NORTH LIBERTY,IA,41.743619,-91.611179
NORTH WASHINGTON,IA,43.117131,-92.41511
NORTHBORO,IA,40.60733,-95.29247
NORTHWOOD,IA,43.444091,-93.215969
NORWALK,IA,41.48375,-93.69547
NORWAY,IA,41.902206,-91.922791
NUMA,IA,40.685562,-92.980144
OAK HILLS,IA,40.755486,-91.149722
OAKLAND,IA,41.31037,-95.399703
OAKLAND ACRES,IA,41.720862,-92.81987
OAKVILLE,IA,41.097988,-91.04379
OCHEYEDAN,IA,43.418215,-95.53666
ODEBOLT,IA,42.311842,-95.254378
OELWEIN,IA,42.671581,-91.912787
OGDEN,IA,42.039479,-94.028288
OKOBOJI,IA,43.388082,-95.133244
OLDS,IA,41.134292,-91.544026
OLIN,IA,41.997473,-91.141242
OLLIE,IA,41.199187,-92.092344
ONAWA,IA,42.026476,-96.090917
ONSLOW,IA,42.10685,-91.015062
ORANGE CITY,IA,43.001823,-96.055296
ORCHARD,IA,43.227529,-92.775888
ORIENT,IA,41.203211,-94.417291
ORLEANS,IA,43.452724,-95.085873
OSAGE,IA,43.28267,-92.811311
OSCEOLA,IA,41.034955,-93.786603
OSKALOOSA,IA,41.292209,-92.640854
OSSIAN,IA,43.146976,-91.764555
OSTERDOCK,IA,42.731252,-91.158664
OTHO,IA,42.422211,-94.14938
OTO,IA,42.282168,-95.894552
OTRANTO,IA,43.460856,-92.986294
OTTOSEN,IA,42.897748,-94.376004
OTTUMWA,IA,41.022251,-92.423263
OWASA,IA,42.431854,-93.204663
OXFORD,IA,41.722773,-91.791087
OXFORD JUNCTION,IA,41.983747,-90.954342
OYENS,IA,42.819816,-96.058042
PACIFIC JUNCTION,IA,41.017975,-95.799453
PACKWOOD,IA,41.132711,-92.082517
PALMER,IA,42.630096,-94.598517
PALO,IA,42.064233,-91.799285
PANAMA,IA,41.726229,-95.475373
PANORA,IA,41.691126,-94.363909
PANORAMA PARK,IA,41.555701,-90.453769
PARK VIEW,IA,41.695277,-90.539372
PARKERSBURG,IA,42.573851,-92.77845
PARNELL,IA,41.583702,-92.004425
PATON,IA,42.164386,-94.25503
PATTERSON,IA,41.348429,-93.877594
PAULLINA,IA,42.97986,-95.683443
PELLA,IA,41.404715,-92.917412
PEOSTA,IA,42.447214,-90.841426
PERCIVAL,IA,40.751269,-95.813266
PERRY,IA,41.837907,-94.093255
PERSIA,IA,41.578556,-95.570113
PETERSON,IA,42.917324,-95.343117
PIERSON,IA,42.543586,-95.866538
PILOT MOUND,IA,42.159243,-94.018294
PISGAH,IA,41.829855,-95.926167
PLAINFIELD,IA,42.844571,-92.535693
PLAINVIEW,IA,41.667177,-90.780098
PLANO,IA,40.755625,-93.046942
PLEASANT HILL,IA,41.599106,-93.505047
PLEASANT PLAIN,IA,41.147178,-91.85962
PLEASANTON,IA,40.582444,-93.742929
PLEASANTVILLE,IA,41.387011,-93.272787
PLOVER,IA,42.876645,-94.622318
PLYMOUTH,IA,43.246394,-93.123281
POCAHONTAS,IA,42.737021,-94.666046
POLK CITY,IA,41.781886,-93.722758
POMEROY,IA,42.551934,-94.677879
POPEJOY,IA,42.593766,-93.42782
PORTLAND,IA,43.122622,-93.13748
PORTSMOUTH,IA,41.650302,-95.519491
POSTVILLE,IA,43.084381,-91.567791
PRAIRIE CITY,IA,41.595422,-93.239277
PRAIRIEBURG,IA,42.237527,-91.425728
PRESCOTT,IA,41.023587,-94.612816
PRESTON,IA,42.049179,-90.396957
PRIMGHAR,IA,43.086311,-95.620637
PRINCETON,IA,41.669459,-90.357597
PROMISE CITY,IA,40.747648,-93.148345
PROTIVIN,IA,43.216739,-92.088952
PULASKI,IA,40.694358,-92.274173
QUASQUETON,IA,42.394773,-91.757679
QUIMBY,IA,42.629075,-95.644144
RADCLIFFE,IA,42.31771,-93.434311
RAKE,IA,43.480579,-93.919654
RALSTON,IA,42.041855,-94.629287
RANDALIA,IA,42.86339,-91.886736
RANDALL,IA,42.237033,-93.602579
RANDOLPH,IA,40.873135,-95.564727
RATHBUN,IA,40.801138,-92.886829
RAYMOND,IA,42.469381,-92.229653
READLYN,IA,42.703703,-92.22503
REASNOR,IA,41.578855,-93.022898
RED OAK,IA,41.01413,-95.224371
REDDING,IA,40.605433,-94.381948
REDFIELD,IA,41.590085,-94.196018
REINBECK,IA,42.322503,-92.594265
REMBRANDT,IA,42.825719,-95.16561
REMSEN,IA,42.815835,-95.972712
RENWICK,IA,42.826926,-93.981343
RHODES,IA,41.927815,-93.183723
RICEVILLE,IA,43.361563,-92.553318
RICHLAND,IA,41.185542,-91.993573
RICKARDSVILLE,IA,42.581552,-90.876279
RICKETTS,IA,42.127962,-95.574864
RIDGEWAY,IA,43.297113,-91.992422
RINARD,IA,42.33964,-94.484914
RINGSTED,IA,43.295074,-94.507408
RIPPEY,IA,41.933895,-94.200723
RIVER SIOUX,IA,41.802439,-96.047988
